Category,Name,Net weight,Price
"Snacks","Nissin Bread Stix Garlic Parmesan | 25g","25",10
"Snacks","Want Want Shelly Senbei | 72g","72",64.5
"Snacks","Want Want Senbei Big | 92g","92",94.5
"Snacks","Want Want Purple Potato Corn Cheese | 56g 10pcs","56",65.5
"Snacks","Rebisco Hansel Premium White Cheese | 124.6g","124.6",69.95
"Snacks","Noceda Jacobina | 25g 10pcs","25",134.5
"Snacks","Monde Choco Puff Sandwich | 24g 10pcs","24",99.5
"Snacks","Nabisco Ritz Toasted Chip Original | 229g","229",234.5
"Snacks","Meiji Lucky Stick Strawberry | 45g","45",45
"Snacks","Meiji Lucky Stick Chocolate | 45g","45",45
"Snacks","Meiji Kinoko Chocolate | 66g","66",94.5
"Snacks","McVitie's Original | 250g","250",136.5
"Snacks","McVitie's Milk Chocolate | 200g","200",179.5
"Snacks","McVitie's Dark Chocolate | 200g","200",179.5
"Snacks","McVitie's Digestive Original | 355g","355",191.5
"Snacks","McVitie's Digestive Milk Chocolate | 266g","266",236.5
"Snacks","McVitie's Digestive Dark Chocolate | 266g","266",236.5
"Snacks","Lemon Square Whatta Flakes Sugar Glazed | 30g 10pcs","30",66.5
"Snacks","Lemon Square Whatta Flakes Spanish Bread | 30g 10pcs","30",66.5
"Snacks","Julies Wheat Crackers | 25g 10pcs","25",104.5
"Snacks","Julies Lemon & Lemon Sandwich | 17g 10pcs","17",104.5
"Snacks","Julies Lemon & Cheddar Sandwich | 18g 10pcs","18",104.5
"Snacks","Julies Butter Waffles | 100g","100",99.5
"Snacks","Julies Butter Crackers | 25g 10pcs","25",69.5
"Snacks","Jeanne & Jamie's Digestives | 154g","154",71.95
"Snacks","Hwa Tai Luxury Vegetable Crackers | 185g","185",139.5
"Snacks","Hwa Tai Luxury Original Crackers | 185g","185",139.5
"Snacks","Hwa Tai Crackers Vegetable | 129g","129",104.5
"Snacks","Hwa Tai Crackers Original | 129g","129",104.5
"Snacks","Haitai Saltine Crackers | 141g","141",91.5
"Snacks","Haitai Original Crackers | 172g","172",99.5
"Snacks","Haitai Cheese Crackers | 172g","172",102.5
"Snacks","Haitai Almond Crackers | 133g","133",99.5
"Snacks","Cowhead Danish Butter Cookies | 400g","400",346.5
"Snacks","Arnotts Timtam Doublecoat | 200g","200",249.5
"Snacks","Arnotts Timtam Classic Dark | 200g","200",249.5
"Snacks","Arnotts Timtam Chocolate | 200g","200",249.5
"Snacks","Sheila G's Toffee Crunch | 142g","142",234.5
"Snacks","Sheila G's Salted Caramel | 142g","142",234.5
"Snacks","Sheila G's Chocolate Chips | 142g","142",234.5
"Snacks","Royal Dansk Embossed Butter Cookies | 454g","454",384.5
"Snacks","Quaker Cookies Variety Pack | 200g 7pcs+1","200",104.5
"Snacks","Orion Milk Cream | 138g","138",82.5
"Snacks","Orion Custard Softcake | 23g 12pcs","23",159.5
"Snacks","Orion Choco Pie | 30g 12pcs","30",147.5
"Snacks","Kokola Montego Choco Chip Cookies | 400g","400",294.5
"Snacks","Kokola Milky Vanilla Cookies | 400g","400",239.5
"Snacks","Kokola Kukis Mochachino | 400g","400",239.5
"Snacks","Kokola Butter Cookies | 400g","400",239.5
"Snacks","Goldilocks Cookies Raisin Oatmeal | 120g","120",52.5
"Snacks","Goldilocks Cookies Choco Chips | 120g","120",54.5
"Snacks","Fibisco Peanut Crunch | 200g","200",61.5
"Snacks","Chips Delight Mini 90% Reduced Sugar | 130g","130",91.5
"Snacks","Chips Delight Chocolate Chip Cookies Tub | 600g","600",264.5
"Snacks","Julies Oat25 Ten Grains Cookies | 20g 8pcs","20",104.5
"Snacks","Julies Oat25 Ten Strawberry Cookies | 20g 8pcs","20",104.5
"Snacks","Twinkee Waffle Sugarcones | 10pcs","10",49.5
"Snacks","Twinkee Bear Cones | 20pcs","20",42.5
"Snacks","Oishi Bizikits Sour&Onion Crackers | 28g","28",7.95
"Snacks","Oishi Bizikits Cheese Crackers | 28g","28",7.95
"Snacks","Nissin Breadstix Letters | 20g 10pcs","20",76.5
"Snacks","Jack & Jill Cream O Cake Bar Vanilla | 40g 10pcs","40",94.5
"Snacks","Jack & Jill Nova Country Cheddar Party Pack | 160g","160",74.5
"Snacks","Hello Panda Dip Dip Strawberry | 20g","20",20
"Snacks","Hello Panda Dip Dip Milk | 20g","20",20
"Snacks","Hello Panda Dip Dip Chocolate | 20g","20",20
"Snacks","Doritos Tortilla Chips Roasted Corn | 65g","65",62.5
"Snacks","Doritos Tortilla Chips Roasted Corn | 190g","190",169.95
"Snacks","Cadbury Shots | 35.2g","35.2",25
"Snacks","Hersheys Dark Salted Caramel | 40g","40",56.5
"Snacks","Hersheys Dark Rich Coffee | 40g","40",56.5
"Snacks","Lotus Biscoff Fresh Pack | 125g","125",106.5
"Snacks","Lotus Biscoff | 124g 16pcs","124",121.5
"Snacks","Ovaltine Cookies | 30g","30",13.95
"Snacks","Merci Pita Crackers | 200g","200",56.5
"Snacks","Margies Kinihad Plain | 135g","135",69.5
"Snacks","Margies Broas | 180g","180",85
"Snacks","Merci Pulceras | 175g","175",56.5
"Snacks","Merci Garlic Toast | 85g","85",54.5
"Snacks","Merci Caramel Tart | 85g 5pcs","85",64.5
"Snacks","Merci Buttersctch | 170g","170",74.5
"Snacks","Merci Toasted Mamon Big | 190g 32pcs","190",61.5
"Snacks","Merci Pineapple Tart | 135g","135",38
"Snacks","Merci Brojas | 120g 25pcs","120",56.5
"Snacks","Tots Barquiron De Casoy | 25pcs","25",49.5
"Snacks","Yupi Big Burger Cola | 32g","32",12.95
"Snacks","Goya Bits Surprise Toy | 34g","34",59.5
"Snacks","Goya Black Cookie Crunch | 35g","35",26.5
"Snacks","Lotte Pepero Crunchy Almond 32g","32",59.5
"Snacks","Lotte Pepero White Almond | 32g","32",59.5
"Snacks","Wafello Chocolate Wafer 21g 10pcs","21",72.5
"Snacks","D Patata Natural Potato Chips Sour Cream | 60g","60",29.5
"Snacks","D Patata Natural Potato Chips Original | 60g","60",29.5
"Snacks","Trolli Blue Planet | 75g","75",126.5
"Snacks","Cowhead Chocolate Chip Oat Cookies | 178g","178",134.5
"Snacks","Oh So Healthy Sour Cream Corn | 50g","50",129.5
"Snacks","Oh So Healthy Squash & Cheese | 50g","50",129.5
"Snacks","Moniegold Sweet & Spicy Tamarind | 800g","800",246.5
"Snacks","Moniegold Sweet Tamarind | 800g","800",246.5
"Snacks","Sugo Crackers Nuts Bbq | 100g","100",26.5
"Snacks","Sugo Crackers Nuts Butter | 100g","100",26.5
"Snacks","Sugo Crackers Nuts Garlic | 100g","100",26.5
"Snacks","Peas O Coated Green Peas Bbq | 100g","100",20
"Snacks","Oishi Chokulot Choco Curls | 22g","22",7.95
"Snacks","Oishi Oheya Multigrain Cheese 28g","28",7.95
"Snacks","Cadbury Hazelnut | 57g","57",74.5
"Snacks","Trolli Squiggles Twist | 100g","100",69.5
"Snacks","Trolli Squiggles | 100g","100",69.5
"Snacks","Muncher D Patata Chips Bbq Flavor | 60g","60",32.5
"Snacks","Muncher D Patata Potato Chips Cheese | 60g","60",32.5
"Snacks","Ok Yumshot Mixed Snacks | 70g","70",21.5
"Snacks","Ok Snapea Green Pea Snack Cheese | 108g","108",37.5
"Snacks","Ok Snapea Green Pea Snack Original | 108g","108",37.5
"Snacks","Gingerbon Honey Lemon | 125g","125",61.5
"Snacks","Yupi Puzzle Gummy | 40g","40",24.95
"Snacks","Mariani Pitted Dates | 227g","227",239.5
"Snacks","Oishi Ridges Onion & Garlic | 160g","160",94.5
"Snacks","WL Dip Dip Cream Choco | 30g","30",14.75
"Snacks","Kameda Seaweed Peanut Pack | 89g","89",229.5
"Snacks","Cal Cheese Choco | 48g","48",15.5
"Snacks","Glico Pocky Double Chocolate | 39g","39",49.5
"Snacks","Chips Delight Brownies With Choco | 124g","124",65.5
"Snacks","Chips Delight Brownies With Cashew | 108g","108",66.5
"Snacks","Chips Delight Brownies With White Choco | 124g","124",66.5
"Snacks","Yupi Neon Stix Tub | 270g","270",93.5
"Snacks","Yupi Sour Cola Tub | 270g","270",116.5
"Snacks","Yupi Strawberry Kiss Tub | 270g","270",116.5
"Snacks","Yupi Big Burger | 32g","32",15.95
"Snacks","Blowee Tatoo Gum | 90g 25pcs","90",23.95
"Snacks","Frutos Sampalok Minibits Snack Pack | 25g","25",6
"Snacks","Lindt Lndor Swiss Milk Choco Heart | 96g","96",469.5
"Snacks","Lindt Lindor Assorted Choco Gold | 168g","168",649.5
"Snacks","Lindt Lindor Milk Choco Red | 168g","168",649.5
"Snacks","Dutche Seasonal Bag Box | 81g","81",50
"Snacks","Jack&Jill Cream O Premium | 40g 12pcs","40",184.5
"Snacks","Ferrero Collection T24 | 259.2g","259.2",859.5
"Snacks","Ferrero Rocher Collection T15 | 162g","162",569.5
"Snacks","Cheding Toasted Peanut | 1/4 kg","4",82.5
"Snacks","W.L Panda Biscuits Choco | 56g","56",11.5
"Snacks","W.L Panda Biscuits Cheese | 56g","56",11.5
"Snacks","W.L 3D Cheese Biscuits | 56g","56",15
"Snacks","The Golden Duck Truffle Wagyu | 45g","45",59.5
"Snacks","The Golden Duck Truffle Wagyu | 125g","125",114.5
"Snacks","The Golden Duck Sour Cream | 45g","45",59.5
"Snacks","The Golden Duck Sour Cream | 125g","125",114.5
"Snacks","The Golden Duck Seaweed Butter | 45g","45",59.5
"Snacks","The Golden Duck Seaweed Butter | 125g","125",114.5
"Snacks","Loco Pops Mix Berries With Orange Dip | 13.5g","13.5",5.5
"Snacks","Loco Pops Mix Berries With Lemon Dip | 13.5g","13.5",5.5
"Snacks","Danish Soda Crackers Butter | 56g","56",11.5
"Snacks","Danish Potato Biscuits | 56g","56",11.5
"Snacks","Danish Choco Coated Chunk | 180g","180",64.5
"Snacks","W.L. Tattoos Cheddar Chips | 56g","56",12.5
"Snacks","W.L. Twister Nacho Cheese Curls | 85g","85",21.5
"Snacks","W.L. Halo-Halo Mix Nuts Garlic | 100g","100",22.5
"Snacks","W.L. Halo-Halo Mix Nuts Original | 100g","100",22.5
"Snacks","W.L. Halo-Halo Mix Nuts Spicy | 100g","100",22.5
"Snacks","Carmans Protein Rich Granola | 450g","450",379.5
"Snacks","Carmans Low Sugar Granola | 450g","450",379.5
"Snacks","Carmans Coconut Yogurt & Roasted Nut |40g 5pcs","40",299.5
"Snacks","4D Sour Rainbow Rolls | 90g","90",61.5
"Snacks","4D Sour Straws Strawberry | 100g","100",61.5
"Snacks","4D Sour Strips Rainbow | 100g","100",59.5
"Snacks","Nestle Kitkat | 9g 8pcs","9",104.5
"Snacks","CJ Bibigo Kim Flakes Buttered Soy | 50g","50",154.5
"Snacks","CJ Bibigo Kim Flakes Soy Sauce | 50g","50",164.5
"Snacks","Jack & Jill Roller Coaster Bbq | 85g","85",28.5
"Snacks","Oishi O Pusit Sweet & Spicy | 80g","80",27.5
"Snacks","Regent Kobi | 40g","40",9.95
"Snacks","Rebisco Hansel Strawberry | 31g 10pcs","31",69.95
"Snacks","Nissin Happy Snackin' Tub | 700g","700",274.5
"Snacks","Jack N Jill Cheesy Knots | 25g","25",8.95
"Snacks","Croley Lobo Biscuits | 110g","110",34.5
"Snacks","Croley Buttercream Mocha Crcker | 25g 10pcs","25",74.5
"Snacks","Tots Yema | 150g","150",54.5
"Snacks","Merzci Ogoy Ogoy | 180g","180",57.5
"Snacks","Merci Banadas | 160g","160",46.5
"Snacks","Merci Biscocho Half | 170g","170",59.5
"Snacks","Fat & Thin Lobster Chips | 1kg","1",202.5
"Snacks","Fat & Thin Cuttle Chips | 1kg","1",202.5
"Snacks","Fat & Thin Crab Chips | 1kg","1",202.5
"Snacks","Fat & Thin Prawn Chips | 1kg","1",187.5
"Snacks","Trolli Sour Strips Gummy Mix | 7g","7",5.5
"Snacks","Trolli Sour Strips Strwbry Gummy Mix | 7g","7",5.5
"Snacks","Jiggels Jelly Juice Grape | 225ml","225",10.95
"Snacks","Jiggels Jelly Juice Apple | 225ml","225",10.95
"Snacks","Juju Coconut Chewy Candy | 85g","85",39.5
"Snacks","Juju Mango Chewy Candy | 96g","96",39.5
"Snacks","Jack & Jill Piattos Supersized Sour Cream and Onion | 170g","170",71.5
"Snacks","Cadbury Dairy Milk Bites Hazelnut | 50g","50",66.5
"Snacks","Cadbury Dairy Milk Bites Almond | 50g","50",66.5
"Snacks","Magic Creams Cheese | 28g 10pcs","28",64.5
"Snacks","Davao Sweets Durian Tart Boat | 6pcs","6",45.5
"Snacks","Davao Sweets Tart Durian Boat | 12pcs","12",72.5
"Snacks","Memer Pork Chicharon Special Plain Family Pack | 90g","90",79.5
"Snacks","Tots Rainbow Poprice | 12pcs","12",54.5
"Snacks","Tots Fish Cracker | 80g","80",39.5
"Snacks","Tots Barquiron De Casoy | 50pcs","50",84.5
"Snacks","Margies Otap Big | 190g","190",82.5
"Snacks","Margies Ugoy Ugoy | 215g","215",79.5
"Snacks","Margies Biscocho Big | 300g","300",122.5
"Snacks","Margies Banadas | 130g","130",79.5
"Snacks","Margies Pulceras | 185g","185",79.5
"Snacks","Margies Garlic Toast | 100g","100",88.5
"Snacks","Bongbongs Butterscotch | 9pcs","9",161.5
"Snacks","Bong Bongs Flat Piaya | 5pcs","5",71.5
"Snacks","Bongbongs Piaya | 10pcs","10",109.5
"Snacks","Bongbongs Ube Piaya | 5pcs","5",76.5
"Snacks","Bongbongs Toasted Muffin | 50pcs","50",151.5
"Snacks","Bongbongs Toasted Muffin | 20pcs","20",84.5
"Snacks","Bongbongs Caramel Tart | 5pcs","5",99.5
"Snacks","Kit Kat Pineapple Tart | 35g","35",42.5
"Snacks","Bounty Chocolate Singles | 57g","57",45
"Snacks","Gandour Unica Signature Milk Chocolate | 34g","34",38.5
"Snacks","Gandour Unica Signature Hazelnut | 34g","34",38.5
"Snacks","Oishi Oaty Doky Oat Biscuits | 26g","26",7.5
"Snacks","Trolli Watermelon Splash | 37.6g","37.6",79.5
"Snacks","Trolli Grape Splash | 37.6g","37.6",79.5
"Snacks","Trolli Citrus Splash | 37.6g","37.6",79.5
"Snacks","Trolli Wild Strawberry Gummy | 100g","100",69.5
"Snacks","Trolli Cherry Twins Gummy | 100g","100",69.5
"Snacks","Trolli Funiverse Sour Mix Gummy | 100g","100",69.5
"Snacks","Chosen Fish Cracker | 100g","100",50
"Snacks","Glico Strawberry Family Pack | 168g","168",209.5
"Snacks","Glico Chocolate Family Pack | 176g","176",209.5
"Snacks","Chips Delight Assorted Cookies | 445g","445",234.5
"Snacks","Super Stix Choco Big | 660g","660",169.5
"Snacks","Margies Toasted Mamon Big | 170g","170",92.5
"Snacks","Chips Delight Chocochip Brittle | 120g","120",82.5
"Snacks","Lauras Garlic Buttered Toast | 200g","200",69.5
"Snacks","Superstix Tutti Frutti Jr. | 330g","330",85
"Snacks","Marky's Mamon Tostado Sliced | 150g","150",78.5
"Snacks","Malkist Chocolate Cracker Sandwhich | 24g 10pcs","24",66.5
"Snacks","Sunflower Crackers Chicken | 10pcs","10",71.5
"Snacks","Chips Delight Stripped Capuccino | 175g","175",78.5
"Snacks","Superstix Double Choco | 240g","240",77.5
"Snacks","Fibisco Bitter Crunch | 200g","200",56.5
"Snacks","Chips Delight Cookies Choco | 130g","130",62.5
"Snacks","Fibisco Chocolate Chips | 80g","80",33.5
"Snacks","M.Y. San Fita Biscuits Slugs | 80g","80",21.95
"Snacks","Quaker Cookies Chocolate Chips | 25g","25",16.5
"Snacks","Wafello Choco Wafer | 48g","48",15.5
"Snacks","Luv-Lov Buddy Berry Milk | 225g","225",72.5
"Snacks","Luv-Lov Buddy Milk Chocolate | 225g","225",69
"Snacks","Sweet Station Chili Dried Mangoes | 100g","100",104.5
"Snacks","Regent Big Mouth Corniks Spicy | 90g","90",34.5
"Snacks","Potchi Choco Peach Mango Mallows | 84g","84",31.5
"Snacks","Lays Stax Sour Cream & Onion | 42g","42",35
"Snacks","Lays Stax Original | 42g","42",35
"Snacks","Lays Stax Extra Cheese | 42g","42",35
"Snacks","Markenburg Marshmallow Flower | 250g","250",69.95
"Snacks","Hersheys Reeses Peanut Butter Cups | 42g","42",61.5
"Snacks","Hersheys Reeses Nutrageous | 47g","47",61.5
"Snacks","Eng Seng Polvoron Durian | 12pcs","12",224.5
"Snacks","Eng Seng Dried Durian | 250g","250",394.5
"Snacks","Rebisco Hansel Prem Kyota Matcha | 120g","120",69.5
"Snacks","Rebisco Momibons Crackers Orig | 28g 5pcs","28",49.5
"Snacks","Rebisco Momibons Mini Chocholate Cookies | 28g 5pcs","28",49.5
"Snacks","Kokola Malkist Strawberry | 100g","100",40
"Snacks","Mcvities Digestive Minis | 32.5g 12pcs","32.5",232.5
"Snacks","Ritter Sport Milk Chocolate With Whale Almond | 100g","100",209.5
"Snacks","Potchi Plus Gummy Worms Jar | 432g","432",119.5
"Snacks","Potchi Gummy Bears | 150g","150",43.5
"Snacks","Potchi Pudding Mango | 112g","112",38.5
"Snacks","Narcing Squid Strips | 80g","80",92.5
"Snacks","Choco Mucho Minis Assorted | 320g","320",104.5
"Snacks","Kimnori Crispy Seaweed Teriyaki | 4g 3pcs","4",106.5
"Snacks","Kimnori Crispy Seaweed Spicy | 4g 3pcs","4",106.5
"Snacks","Choco Mucho Peanut Butter | 30g","30",9.5
"Snacks","Bengbeng Chocolate Wafer | 26.5g","26.5",10
"Snacks","Ice Breakers Sours Assorted Fruits | 42g","42",74.5
"Snacks","Ice Breakers Sours Assorted Berry | 42g","42",109.5
"Snacks","Rebisco Wafertime Cheese | 270g","270",82.5
"Snacks","Chocovron Bitesize Match Green Tea | 80g","80",75
"Snacks","Ci-Bibigo Crispy Seaweed Wasabi | 5g 3pcs","5",104.5
"Snacks","Ci-Bibigo Crispy Seaweed Original | 5g 3pcs","5",89.5
"Snacks","Kinder Bueno Milk Chocolate | 43g","43",74.5
"Snacks","Fry & Pop Onion & Garlic | 400g","400",84.5
"Snacks","Fry & Pop Squid Flakes | 400g","400",84.5
"Snacks","Fry & Pop Shrimp Crackers | 400g","400",84.5
"Snacks","Granny Goose Tortillos BBQ | 25g","25",8.5
"Snacks","Granny Goose Tortillos Cheese | 25g","25",8.5
"Snacks","Tomi Super Sweet Corn | 25g","25",7.95
"Snacks","Richee Milk | 25g","25",7.95
"Snacks","Oishi Prawn Crackers Spicy | 24g","24",7.95
"Snacks","Oishi Prawn Crackers Regular | 24g","24",7.95
"Snacks","Rebisco Peanut Butter Sandwich | 10pcs","10",69.95
"Snacks","Magic Creams Condensada | 28g 10pcs","28",65
"Snacks","Lauras Manna Buttered Toasts | 200g","200",69.5
"Snacks","H&Y Jelly Cogjac Asst | 300g","300",46.5
"Snacks","Glico Pocky Green Tea Matcha | 35g","35",49.5
"Snacks","WL Super Bawang Corn Snacks Garlic | 250g","250",61.5
"Snacks","M&M Crispy | 44g","44",54.5
"Snacks","Chupa Chups Milky Strawberry & Cream | 9g 10pcs","9",42.5
"Snacks","Chupa Chups Milky Caramel | 9g 10pcs","9",42.5
"Snacks","Halls Candy Honey Lemon | 3g 50pcs","3",49.5
"Snacks","Erko Ice Cream Mallow Strawberry Fill | 100g","100",47.5
"Snacks","Erko Marshmallow w/ Choco Jam Filling | 100g","100",47.5
"Snacks","Dynamite Mint Candy Choco | 50pcs","50",47.5
"Snacks","Oishi Grab Nuts Roasted Almonds | 30g","30",38.5
"Snacks","Oishi Grab Nuts Roasted Cashews | 30g","30",38.5
"Snacks","Columbia Frutos Soft Chewy Sampalok | 175g 50pcs","175",43.5
"Snacks","Fres Apple Peach Candy | 150g 50pcs","150",46.5
"Snacks","Fres Grape Candy | 150g 50pcs","150",46.5
"Snacks","Fres Cherry Candy | 150g 50pcs","150",46.5
"Snacks","Fres Barley Mint Candy | 50pcs","50",46.5
"Snacks","Kopiko Candy Cappuccino | 150g 50pcs","150",46.5
"Snacks","Kopiko Candy Coffee | 150g 50ps","150",46.5
"Snacks","Columbia Frooty Rainbow Pop | 25pcs","25",36.5
"Snacks","Columbia Champi Chocofilled Chewy | 50pcs","50",43.5
"Snacks","Sugo Honey Roasted Peanuts | 100g","100",36.5
"Snacks","Sugo Adobo Peanuts | 100g","100",36.5
"Snacks","Leslie Clover Chips Spicy Beef | 85g","85",38.95
"Snacks","4D Gummy Fruits | 48g","48",32.5
"Snacks","4D Gummy Blocks | 45g","45",32.5
"Snacks","H&Y Jelly Conjac Mango Pudding | 160g","160",29.5
"Snacks","H&Y Jelly Conjac Taro Ube | 160g","160",29.5
"Snacks","Columbia Frooty Choco Pop | 20+5pcs","5",36.5
"Snacks","Erko Mallow Plus Mallow Pop | 40g","40",34.5
"Snacks","Nips Fruit &Nut | 80g","80",34.5
"Snacks","SM Bonus Banana Chips | 80g","80",32.5
"Snacks","Del Monte Potato Crisp Spicy | 100g","100",24.5
"Snacks","Snickers Classic | 35g","35",37.5
"Snacks","Chupa Chups Bubble Gum Strawberry | 11g","11",29.5
"Snacks","Sugo Peanuts G | 6g 20s","6",23.5
"Snacks","Sugo Hot & Spicy G | 6g 20s","6",23.5
"Snacks","Del Monte Potato Crisp Original | 80g","80",24.5
"Snacks","Clover Chips Chili & Cheese | 55g","55",28.5
"Snacks","Chupa Chups Sour Bites | 45g","45",30
"Snacks","Choripdong Roasted Seaweed Green Tea | 5g 10pcs","5",250
"Snacks","Choripdong Roasted Seaweed Olive | 5g 10pcs","5",250
"Snacks","Chivalry Pusit | 150g","150",184.5
"Snacks","Mrs. Goodman Choco Oatmeal Cookies | 42g 10pcs","42",149.5
"Snacks","Quaker Oatmeal Cookie Honey Nuts | 27g","27",14.5
"Snacks","W L Cornbits Original Jar | 450g","450",137.5
"Snacks","Richoco White Wafer | 48g","48",11.95
"Snacks","Richoco Chocolate Wafer | 48g","48",11.95
"Snacks","Trolli Gummi Sour Gecko | 19g","19",13.5
"Snacks","Nagaraya Cracker Nuts Butter | 40g","40",11.95
"Snacks","Nagaraya Cracker Nuts Garlic | 40g","40",11.95
"Snacks","Nagaraya Cracker Nuts Hot&Spicy | 40g","40",11.95
"Snacks","Sansans Chicharon | 80g","80",97.5
"Snacks","Jack & Jill Cream O Double Choco | 36g 10pcs","36",104.5
"Snacks","Nissin Bingo Minis Double Choco | 20g","20",9.5
"Snacks","Khong Guan Biscuit Iced Gem Choco | 30g 12pcs","30",91.5
"Snacks","Pringles Bbq | 107g","107",104.5
"Snacks","Ferrero Rocher T3S | 37.5g","37.5",89.5
"Snacks","Philippine Brand Dried Mango Chips | 100g","100",89.5
"Snacks","Oishi Ribbed Crackling Salt Vinegar | 24g","24",7.95
"Snacks","Rebisco Frootees Mango | 30g 10pcs","30",69.95
"Snacks","Rebisco Frootees Green Apple | 32g 10pcs","32",69.95
"Snacks","Fairys Cone White Sugar | 12pcs","12",54.5
"Snacks","Fairys Sugar Cone Two Tone | 12pcs","12",51.5
"Snacks","Jack & Jill Cloud Chooey Choco | 6g 40pcs","6",54.5
"Snacks","Jack & Jill Maxx Fresh | 50pcs","50",47.5
"Snacks","Jack & Jill Maxx Candy Eucalyptus | 50pcs","50",47.5
"Snacks","Rebisco Graham | 200g","200",41.5
"Snacks","H & Y Conjac Jelly | 160g","160",29.5
"Snacks","Rebisco Coco Honey | 14g 10pcs","14",32.5
"Snacks","Happy Classic Adobong Mani | 5g 20pcs","5",24.5
"Snacks","Sunflower Sandwich Strawberry | 800g","800",259.5
"Snacks","Sunflower Crackers Original | 600g","600",224.5
"Snacks","Real Handcooked Seasalt Malt Vinegar | 150g","150",159.5
"Snacks","Real Handcookd Seaslt& Black Pepper | 150g","150",159.5
"Snacks","Real Handcooked Strong & Onion | 150g","150",159.5
"Snacks","Jack&Jill Cloud9 Peanut Butter | 50g","50",19.5
"Snacks","Nabisco Chips Ahoy | 266g","266",174.5
"Snacks","Phil Brand Dried Mangoes Chips | 200g","200",174.5
"Snacks","Growers Almond Nuts Hickory Smoked | 80g","80",121.5
"Snacks","Growers Almond Nuts Onion& Garlic | 80g","80",121.5
"Snacks","Fibisco Choco Mallows | 36g","36",17.95
"Snacks","Lala Fish Cracker | 50g","50",21.5
"Snacks","Columbia Potchi Strawberry Puff | 50g","50",14.95
"Snacks","Ricoa Curly Tops | 500g 100pcs","500",194.5
"Snacks","Cadbury Dairy Milk Sharebag | 81g","81",119.5
"Snacks","Cadbury Holiday Bundle | 75g","75",124.5
"Snacks","H&Y Golden Coin Chocolate Jar | 300g","300",114.5
"Snacks","H&Y Golden Coin Chocolate | 72g 24pcs","72",26.5
"Snacks","M&M's Chocolate Peanut | 180g","180",199.5
"Snacks","Cadbury Chocolate Roast Almond | 32g","32",44.5
"Snacks","Snickers Classic Funsize | 240g","240",246.5
"Snacks","Toblerone Milk Choco Minis | 200g","200",299.95
"Snacks","Toblerone Milk Choco | 200g","200",314.5
"Snacks","Trolli Christmas Stockings | 76g","76",62.95
"Snacks","Pringles Sour Cream Onion | 158g","158",119.5
"Snacks","Rebisco Crackers | 742.50g","742.50",209.5
"Snacks","Rebisco Crackers Plain | 33g 20pcs","33",134.5
"Snacks","Fibisco Chocolate Chips | 36g","36",15.95
"Snacks","Chilen Chicharon Special | 100g","100",118.5
"Snacks","Conching Rosquillos | 190g","190",109.5
"Snacks","Twinkee Honey Waffle Sugar Cones | 12pcs","12",49.5
"Snacks","Titay's Rosquillos Corazon | 200g","200",59
"Snacks","Titay's Rosquillos | 180g","180",94.5
"Snacks","R M Dried Mangoes | 200g","200",244.5
"Snacks","R M Dried Mangoes | 100g","100",122.5
"Snacks","Prawn Craker Salted Egg | 60g","60",32.5
"Snacks","ACT II Popcorn Butter Lovers | 85g","85",71.5
"Snacks","Kimnori Crispy Seaweed Barbeque | 40g","40",162.5
"Snacks","Kimnori Crispy Seaweed Seafood | 40g","40",162.5
"Snacks","Snickers Chocolates Classic | 306g 6pcs","306",274.5
"Snacks","Ferrero Rocher Chocolates | 300g 24pcs","300",779.5
"Snacks","Richeese Big Rolls Cheese | 330g","330",144.5
"Snacks","CAL Cheese Wafer | 8.5g 20pcs","8.5",59.95
"Snacks","Goya Chips Dark Choco | 150g","150",69.95
"Snacks","Pringles Sour Cream & Onion | 147g can","147",114.5
"Snacks","Pringles Original | 147g can","147",114.5
"Snacks","Pringles Cheese | 147g can","147",119.5
"Snacks","Mang Juan Chicken Skin | 70g","70",21.5
"Snacks","Magic Chips Cheese | 100g","100",29.5
"Snacks","Hershey's Chips Milk Chocolate | 326g","326",309.5
"Snacks","Goya Chips Milk Chocolate | 150g","150",69.95
"Snacks","Goya Cocoa Powder Unsweetened | 454g","454",309.5
"Snacks","Kimnori Seaweed Crispy Chili | 40g","40",162.5
"Snacks","Hana Seaweed Roasted Kimbab | 26g","26",157
"Snacks","ACT II Popcorn | 85g","85",71.5
"Snacks","Nova Corn Chips BBQ | 78g","78",41.5
"Snacks","WL Kids Choice Dinosaur Gummy |45g","45",15.95
"Snacks","WL Ginto Swerte Chocolate Coins |25g 10pcs","25",11
"Snacks","WL So Goods Chewy Candy |200g","200",64.5
"Snacks","WL Pop Popping Candy Cherry |140g","140",79.5
"Snacks","WL Pop Popping Candy Strawberry |140g","140",79.5
"Snacks","WL Panda Jack Pop Chocolate |50g","50",15.95
"Snacks","WL Panda Jack Pop Honey Glazed |50g","50",15.95
"Snacks","WL Hex Potato Chips Barbeque |45g","45",17.5
"Snacks","WL Hex Potato Chips Cheese |45g","45",17.5
"Snacks","WL Hex Potato Chips Cheese |175g","175",64.5
"Snacks","WL Hex Potato Chips Barbeque |175g","175",64.5
"Snacks","Nni Nni Strawberry Dip |45g","45",39.5
"Snacks","Nni Nni Chocolate Dip |45g","45",39.5
"Snacks","Lush Sour Zesty Chewy Strawberry | 39.6g","39.6",28.5
"Snacks","Lush Sour Zesty Chewy Lemon | 43.2g","43.2",28.5
